,Floor,Kitchen,Bedrooms,Bathrooms,Toilets,Primary Energy Consumption (in kWh/m²),Energy Class,CO₂ emission,Heating Type,Double Glazing,Rent (in €),Additional Costs (in €),Tenement,House Type,Living Area (in m²),Furnished,Building Condition,Elevator,Total Rent (in €)
2587,2,Hyper equipped,1,1,1,269,E,54,Gas,Yes,1950,200.0,No,Apartment ,75,Yes,As new,Yes,2150
2589,1,USA hyper equipped,2,1,2,114,C,24,Gas,Yes,1250,130.0,No,Apartment ,118,No,As new,Yes,1380
2592,4,Hyper equipped,3,1,1,159,Not specified,42,Gas,Yes,1500,320.0,No,Apartment ,125,No,Good,Yes,1820
2593,3,Hyper equipped,2,2,2,177,D,37,Gas,Yes,1850,150.0,No,Duplex ,125,No,As new,Yes,2000
2594,0,Hyper equipped,3,1,2,242,E,48,Gas,Yes,2200,66.8,No,House ,164,No,Good,Unknown,2200
2595,4,Installed,3,1,2,165,D,42,Gas,Yes,1500,250.0,No,Apartment ,123,No,Good,Yes,1750
2601,3,Hyper equipped,2,1,2,137,Not specified,34,Gas,Yes,1475,50.0,No,Penthouse ,120,No,As new,No,1525
2602,3,Installed,3,1,1,222,E,65,Gas,Yes,1650,250.0,No,Apartment ,120,No,Good,Yes,1900
2603,3,USA hyper equipped,2,1,1,152,D,38,Fuel oil,Yes,1300,200.0,No,Apartment ,96,No,Just renovated,Yes,1500
2604,3,USA hyper equipped,2,1,1,200,D,51,Fuel oil,Yes,1300,200.0,No,Apartment ,95,No,Just renovated,Yes,1500
2606,0,USA hyper equipped,2,1,1,63,B,13,Gas,Yes,1700,150.0,No,Apartment ,95,Yes,As new,Yes,1850
2608,2,Hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950,250.0,No,Apartment ,65,No,As new,Unknown,1200
2609,1,Semi equipped,2,1,1,159,D,31,Gas,Yes,900,180.0,No,Apartment ,80,Unknown,As new,Yes,1080
2610,0,Hyper equipped,3,2,2,173,D,53,Gas,Yes,2400,170.0,No,Apartment ,135,No,As new,Yes,2570
2611,0,Hyper equipped,3,2,3,152,D,47,Gas,Yes,1850,250.0,No,Apartment ,150,No,Just renovated,Yes,2100
2612,5,USA hyper equipped,2,1,1,250,E,50,Gas,Yes,1050,110.0,No,Apartment ,80,No,As new,Yes,1160
2613,4,Hyper equipped,1,1,1,155,D,33,Gas,Yes,1125,275.0,No,Studio ,48,Yes,As new,Yes,1400
2617,2,USA installed,2,1,1,247,Not specified,63,Gas,No,1250,130.0,No,Apartment ,85,Unknown,Good,Yes,1380
2618,5,Hyper equipped,2,1,1,164,D,35,Gas,Yes,1200,200.0,No,Apartment ,85,Yes,Good,Yes,1400
2621,2,Installed,2,1,2,214,Not specified,49,Gas,Yes,1400,161.93,No,Apartment ,130,Unknown,As new,No,1400
2623,3,Hyper equipped,3,1,2,236,E,69,Gas,Yes,1550,250.0,No,Apartment ,145,No,Good,Yes,1800
2625,3,USA hyper equipped,2,1,2,161,D,34,Gas,Yes,1800,100.0,No,Penthouse ,96,No,As new,Yes,1900
2626,1,Installed,3,1,3,116,C,21,Gas,Yes,2800,323.86,No,Apartment ,145,No,Just renovated,Unknown,2800
2627,0,Hyper equipped,3,2,1,201,D,15,Gas,Yes,1595,350.0,No,Ground floor ,120,No,Good,Unknown,1945
2628,0,Hyper equipped,4,1,2,248,E,53,Gas,Yes,2100,300.0,No,Duplex ,190,No,Just renovated,Unknown,2400
2631,6,Hyper equipped,2,2,2,240,E,48,Gas,Yes,1500,250.0,No,Apartment ,110,Yes,Good,Yes,1750
2633,3,Hyper equipped,2,1,2,211,D,38,Gas,Yes,1450,250.0,No,Apartment ,125,No,Good,Yes,1700
2634,2,USA hyper equipped,1,1,1,207,D,37,Gas,Yes,1200,60.0,No,Apartment ,74,No,Just renovated,No,1260
2640,6,USA hyper equipped,2,1,2,84,B,17,Gas,Yes,1600,120.0,No,Apartment ,88,No,As new,Yes,1720
2644,0,Installed,1,1,1,197,Not specified,44,Gas,Yes,790,25.0,No,Apartment ,74,No,As new,Unknown,815
2646,1,Hyper equipped,3,1,2,240,E,38,Electric,Yes,1450,150.0,No,Apartment ,110,No,As new,Yes,1600
2648,4,Hyper equipped,2,2,1,159,Not specified,42,Gas,Yes,1500,173.49,No,Apartment ,135,No,As new,Unknown,1500
2649,0,Hyper equipped,4,2,3,183,D,36,Gas,Yes,2600,78.95,No,House ,190,No,As new,No,2600
2650,4,Hyper equipped,2,1,2,168,D,33,Gas,Yes,1450,250.0,No,Apartment ,90,No,Good,Yes,1700
2651,1,USA hyper equipped,2,1,1,220,Not specified,47,Gas,Yes,1300,90.0,No,Apartment ,70,Yes,As new,Yes,1390
2652,2,Installed,1,1,1,263,Not specified,50,Gas,Yes,900,200.0,No,Apartment ,50,Yes,As new,Unknown,1100
2655,1,Hyper equipped,2,1,1,200,Not specified,42,Gas,Yes,1800,300.0,No,Apartment ,85,Yes,As new,Unknown,2100
2657,2,Hyper equipped,3,1,1,220,Not specified,47,Gas,Yes,1300,250.0,No,Apartment ,120,No,As new,Yes,1550
2659,2,Hyper equipped,2,1,1,99,C,19,Gas,Yes,1490,150.0,No,Apartment ,121,No,As new,Yes,1640
2662,2,Semi equipped,3,2,1,39,A,36,Gas,Yes,1290,180.0,No,Apartment ,108,No,As new,Unknown,1470
2663,0,Hyper equipped,2,2,2,214,E,46,Gas,Yes,2150,150.0,No,Ground floor ,130,No,As new,Yes,2300
2664,0,Hyper equipped,2,2,2,214,E,46,Gas,Yes,2150,150.0,No,Ground floor ,130,No,As new,Yes,2300
2665,3,Semi equipped,2,1,1,204,D,41,Gas,Yes,675,135.0,No,Studio ,56,No,Good,Yes,810
2668,3,Hyper equipped,3,3,3,206,D,43,Gas,Yes,2400,150.0,No,Penthouse ,180,No,As new,Yes,2550
2669,3,Hyper equipped,3,3,3,206,D,43,Gas,Yes,2400,150.0,No,Duplex ,180,No,As new,Yes,2550
2672,1,USA installed,2,1,1,234,Not specified,49,Gas,Yes,1150,115.77,No,Penthouse ,90,No,Just renovated,No,1150
2673,4,Installed,2,1,1,51,B,11,Gas,Yes,1150,133.01,No,Apartment ,65,No,As new,Yes,1150
2678,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2225,150.0,No,Apartment ,125,No,Good,Yes,2375
2679,4,Hyper equipped,2,1,2,155,D,42,Gas,Yes,1500,150.0,No,Apartment ,135,No,Good,Yes,1650
2680,0,USA hyper equipped,2,1,2,170,D,36,Gas,Yes,1550,130.0,No,Ground floor ,90,No,Just renovated,Yes,1680
2683,0,Hyper equipped,2,1,2,185,D,39,Gas,Yes,1750,250.0,No,Duplex ,155,No,Just renovated,No,2000
2685,0,Hyper equipped,2,1,2,185,D,39,Gas,Yes,1800,250.0,No,Duplex ,155,No,Just renovated,No,2050
2687,2,Hyper equipped,2,2,1,282,F,44,Fuel oil,Yes,1650,300.0,No,Apartment ,114,No,As new,Yes,1950
2691,5,Installed,2,2,1,86,B,19,Gas,Yes,1500,175.0,No,Apartment ,90,Yes,As new,Yes,1675
2694,0,Hyper equipped,2,1,2,214,E,46,Gas,Yes,2300,300.0,No,Ground floor ,172,No,As new,Yes,2600
2698,0,Hyper equipped,1,1,1,227,Not specified,52,Electric,Yes,1600,300.0,No,Apartment ,54,Yes,Just renovated,Unknown,1900
2700,1,Hyper equipped,2,1,1,77,B,52,Gas,Yes,1600,185.06,No,Apartment ,117,No,Good,Yes,1600
2702,3,USA hyper equipped,1,1,1,57,B,57,Gas,Yes,1100,100.0,No,Apartment ,57,Yes,Good,Yes,1200
2703,0,USA hyper equipped,1,1,1,14,A,14,Gas,Yes,1280,100.0,No,Apartment ,57,Yes,Good,Yes,1380
2704,3,USA hyper equipped,2,1,1,14,A,14,Gas,Yes,1650,125.0,No,Apartment ,75,Yes,Good,Yes,1775
2705,6,USA hyper equipped,1,1,1,14,A,14,Gas,Yes,1300,175.0,No,Apartment ,57,Yes,Good,Yes,1475
2706,6,USA hyper equipped,3,2,2,14,A,14,Gas,Yes,2200,250.0,No,Apartment ,85,Yes,Good,Yes,2450
2707,2,Semi equipped,2,1,1,182,D,38,Gas,Yes,1450,220.0,No,Apartment ,102,No,Just renovated,Yes,1670
2708,4,Hyper equipped,4,2,2,145,C,42,Gas,Yes,2350,350.0,No,Penthouse ,170,No,As new,Yes,2700
2709,2,USA hyper equipped,2,2,2,287,F,57,Gas,No,1795,120.0,No,Loft ,160,Unknown,As new,Yes,1915
2710,2,Hyper equipped,2,1,1,217,Not specified,46,Gas,No,1200,91.77,No,Duplex ,100,Unknown,As new,Unknown,1200
2711,1,Hyper equipped,1,1,1,217,Not specified,46,Gas,Yes,1200,100.0,No,Loft ,106,Unknown,As new,Yes,1300
2713,0,Hyper equipped,1,1,1,132,C,51,Gas,No,845,97.73,No,Apartment ,45,Unknown,As new,No,845
2714,3,USA hyper equipped,1,1,1,204,D,37,Gas,Yes,1200,60.0,No,Apartment ,74,No,Just renovated,No,1260
2715,4,USA semi equipped,1,1,1,204,D,37,Gas,Yes,1100,60.0,No,Apartment ,72,No,Just renovated,No,1160
2716,1,USA hyper equipped,1,1,1,204,D,37,Gas,Yes,1500,60.0,No,Duplex ,79,No,Just renovated,Unknown,1560
2720,4,Hyper equipped,2,1,1,83,B,18,Gas,Yes,1265,146.31,No,Apartment ,95,No,As new,Yes,1265
2722,2,USA hyper equipped,2,1,2,140,C,29,Gas,Yes,1890,225.0,No,Apartment ,100,Yes,As new,Yes,2115
2723,1,Installed,2,2,1,184,D,23,Gas,Yes,2250,100.0,No,Apartment ,126,No,Just renovated,Yes,2350
2724,3,USA hyper equipped,2,2,2,162,D,33,Gas,Yes,2000,231.33,No,Apartment ,135,No,Good,Yes,2000
2725,4,Hyper equipped,1,1,1,260,E,51,Gas,Yes,1600,250.0,No,Penthouse ,62,Yes,As new,Yes,1850
2726,1,Semi equipped,1,1,1,39,A,78,Gas,Yes,920,130.0,No,Apartment ,81,No,As new,Yes,1050
2727,2,Hyper equipped,2,1,2,214,Not specified,49,Gas,Yes,1400,200.0,No,Apartment ,130,No,As new,No,1600
2728,1,USA hyper equipped,3,2,2,310,F,49,Electric,Yes,1850,350.0,No,Apartment ,126,No,As new,Yes,2200
2729,2,USA hyper equipped,2,3,2,96,B,22,Gas,Yes,1800,50.0,No,Apartment ,130,No,Just renovated,No,1850
2730,3,Hyper equipped,1,1,1,242,E,63,Gas,No,780,175.0,No,Studio ,60,No,Good,Unknown,955
2732,5,Installed,2,1,1,105,C,20,Gas,Yes,1250,150.0,No,Apartment ,96,Yes,Good,Yes,1400
2733,1,USA hyper equipped,2,1,1,130,C,40,Gas,Yes,1290,210.0,No,Apartment ,100,No,As new,Yes,1500
2734,1,Hyper equipped,2,1,1,154,D,39,Gas,Yes,1200,250.0,No,Apartment ,98,No,Just renovated,Yes,1450
2735,6,Hyper equipped,2,1,2,219,E,43,Gas,Yes,1400,285.0,No,Apartment ,100,No,As new,Yes,1685
2736,2,USA hyper equipped,1,1,1,217,E,46,Gas,Yes,1220,220.0,No,Apartment ,71,Yes,Good,Yes,1440
2738,1,Hyper equipped,1,1,1,223,E,44,Gas,Yes,875,80.0,No,Apartment ,89,No,Good,No,955
2745,1,Installed,3,1,2,110,C,28,Gas,Yes,2000,230.0,No,Apartment ,125,No,As new,Yes,2230
2746,0,USA semi equipped,1,1,1,296,F,57,Gas,Yes,850,77.47,No,Ground floor ,73,No,As new,Unknown,850
2747,0,Hyper equipped,4,1,2,298,F,59,Gas,Yes,2650,50.0,No,Villa ,202,Unknown,As new,Unknown,2700
2748,3,Installed,2,1,1,219,E,43,Gas,Yes,845,250.0,No,Apartment ,87,No,Good,Yes,1095
2750,2,Installed,1,1,2,109,C,21,Gas,Yes,1100,200.0,No,Apartment ,90,No,Good,Yes,1300
2751,1,Hyper equipped,2,1,1,232,E,47,Gas,Yes,1800,250.0,No,Apartment ,85,Yes,As new,Unknown,2050
2755,3,Not installed,1,1,1,381,Not specified,73,Gas,No,890,125.0,No,Apartment ,70,Unknown,Good,Unknown,1015
2756,1,USA hyper equipped,2,2,2,203,Not specified,60,Gas,Yes,2250,100.0,No,Duplex ,130,No,As new,Yes,2350
2758,2,Hyper equipped,3,2,3,96,B,22,Gas,Yes,1750,350.0,No,Apartment ,150,No,Good,Yes,2100
2760,0,Semi equipped,1,1,1,205,D,53,Fuel oil,Yes,990,100.0,No,Apartment ,45,No,Good,Yes,1090
2763,3,Installed,2,2,2,318,F,50,Electric,Yes,1150,200.0,No,Duplex ,125,No,Good,Yes,1350
2764,5,Hyper equipped,1,1,1,248,Not specified,52,Gas,Yes,865,35.0,No,Apartment ,75,Unknown,As new,Unknown,900
2765,1,Hyper equipped,3,1,1,227,Not specified,55,Gas,Yes,1950,150.0,No,Duplex ,140,No,As new,Yes,2100
2768,2,Hyper equipped,2,1,1,182,D,39,Gas,Yes,1550,200.0,No,Apartment ,120,Yes,Just renovated,Yes,1750
2769,2,Hyper equipped,3,2,2,137,C,27,Gas,Yes,1850,141.48,No,Duplex ,160,No,As new,Unknown,1850
2771,0,USA hyper equipped,3,1,1,115,C,24,Gas,Yes,1900,300.0,No,Ground floor ,110,Yes,As new,Yes,2200
2772,2,Installed,3,1,2,162,D,40,Gas,Yes,1750,202.41,No,Apartment ,120,No,Good,Unknown,1750
2773,3,USA hyper equipped,3,1,1,98,Not specified,31,Fuel oil,Yes,1590,240.0,No,Apartment ,150,Unknown,Good,No,1830
2777,5,Hyper equipped,1,1,1,445,G,70,Gas,No,1250,75.0,No,Apartment ,55,Yes,As new,Unknown,1325
2780,2,Hyper equipped,3,2,2,221,Not specified,48,Gas,Yes,2200,254.46,No,Apartment ,150,No,As new,Yes,2200
2781,2,USA installed,1,1,1,161,D,30,Gas,No,835,145.0,No,Apartment ,67,Unknown,Good,Yes,980
2783,2,Hyper equipped,2,2,1,229,E,45,Gas,Yes,1300,94.55,No,Loft ,150,No,As new,Yes,1300
2784,1,Hyper equipped,3,2,1,141,C,28,Gas,Yes,1750,200.0,No,Apartment ,135,Yes,As new,Yes,1950
2785,2,Installed,2,1,1,155,D,33,Gas,Yes,1000,200.0,No,Apartment ,87,No,Good,Yes,1200
2786,5,Hyper equipped,1,1,1,445,G,70,Gas,No,1250,75.0,No,Apartment ,55,Yes,As new,Unknown,1325
2787,0,Installed,3,2,2,162,D,32,Gas,Yes,1300,120.0,No,Duplex ,135,No,Good,Yes,1420
2788,4,Hyper equipped,2,1,2,116,C,44,Gas,Yes,1650,160.0,No,Apartment ,140,No,As new,Yes,1810
2789,1,Hyper equipped,2,1,2,120,C,42,Gas,Yes,1500,173.49,No,Apartment ,95,No,As new,Yes,1500
2790,3,USA hyper equipped,3,3,2,103,C,20,Gas,Yes,1850,300.0,No,Penthouse ,125,No,As new,Yes,2150
2792,4,USA hyper equipped,2,1,1,65,Not specified,18,Gas,Yes,1265,270.0,No,Apartment ,95,No,As new,Yes,1535
2795,0,Hyper equipped,5,2,3,187,D,37,Gas,Yes,2200,66.8,No,House ,143,No,As new,No,2200
2796,2,Installed,1,1,1,85,B,79,Gas,Yes,800,92.53,No,Apartment ,56,No,As new,Unknown,800
2800,0,USA hyper equipped,2,1,2,184,D,36,Gas,Yes,2250,100.0,No,Apartment ,125,No,As new,Yes,2350
2802,1,Hyper equipped,2,1,2,161,D,32,Gas,Yes,1800,300.0,No,Apartment ,120,No,As new,Yes,2100
2805,1,Hyper equipped,2,1,2,249,E,39,Gas,Yes,1350,350.0,No,Apartment ,160,No,Good,Yes,1700
2810,0,USA installed,3,1,3,148,C,32,Gas,Yes,2250,68.32,No,House ,185,Unknown,As new,No,2250
2811,4,Installed,2,1,1,126,C,50,Gas,Yes,1050,85.0,No,Apartment ,90,No,As new,Yes,1135
2812,0,USA hyper equipped,2,2,2,200,Not specified,42,Gas,Yes,1800,50.0,No,Penthouse ,130,No,Good,No,1850
2813,0,USA hyper equipped,2,1,1,82,B,19,Gas,Yes,915,300.0,No,Apartment ,96,No,Just renovated,Unknown,1215
2816,4,Hyper equipped,2,1,1,229,E,46,Gas,No,1100,200.0,No,Apartment ,85,No,As new,Unknown,1300
2818,3,USA hyper equipped,3,3,3,182,D,36,Gas,Yes,1800,120.0,No,Apartment ,92,No,As new,Yes,1920
2819,5,USA installed,1,1,1,166,D,35,Gas,Yes,1800,350.0,No,Apartment ,76,Yes,As new,Yes,2150
2820,1,Hyper equipped,3,1,2,300,F,60,Gas,Yes,2250,130.0,No,Apartment ,175,No,As new,Yes,2380
2821,4,Hyper equipped,3,2,2,117,C,44,Gas,Yes,1650,75.0,No,Duplex ,143,Unknown,As new,Yes,1725
2823,2,Hyper equipped,2,1,1,219,E,43,Gas,Yes,1800,160.0,No,Apartment ,166,No,Good,Yes,1960
2827,1,Hyper equipped,2,2,2,294,F,58,Gas,Yes,2250,130.0,No,Apartment ,175,No,Good,Yes,2380
2828,1,Hyper equipped,2,2,2,294,F,58,Gas,Yes,2250,130.0,No,Apartment ,175,No,Good,Yes,2380
2831,3,USA hyper equipped,2,2,2,57,B,12,Gas,Yes,1700,150.0,No,Apartment ,100,No,As new,Yes,1850
2832,4,Hyper equipped,2,1,1,354,G,71,Gas,Yes,1640,190.0,No,Apartment ,84,No,Just renovated,Yes,1830
2833,1,Hyper equipped,3,1,3,39,A,49,Gas,Yes,1850,350.0,No,Apartment ,125,No,Good,Yes,2200
2834,3,USA hyper equipped,2,1,1,318,F,64,Gas,Yes,1400,100.0,No,Apartment ,95,No,As new,No,1500
2836,1,Hyper equipped,3,2,2,205,D,53,Fuel oil,Yes,1700,275.0,No,Apartment ,130,No,Good,Yes,1975
2837,1,Hyper equipped,2,1,1,227,Not specified,52,Gas,No,1600,80.0,No,Apartment ,90,Yes,As new,Unknown,1680
2838,3,Installed,2,1,1,217,Not specified,46,Gas,Yes,1200,138.8,No,Apartment ,90,No,Good,Yes,1200
2839,2,USA hyper equipped,1,1,1,284,F,45,Electric,Yes,760,50.0,No,Apartment ,45,Yes,As new,Yes,810
2841,4,Hyper equipped,2,1,1,208,D,55,Gas,Yes,1330,280.0,No,Apartment ,100,No,As new,Yes,1610
2843,3,Hyper equipped,4,2,3,209,D,61,Gas,Yes,2590,200.0,No,Apartment ,200,Unknown,As new,Yes,2790
2846,1,USA installed,2,1,1,248,Not specified,52,Gas,Yes,1705,217.0,No,Apartment ,90,No,As new,Yes,1922
2847,3,USA installed,2,1,2,248,Not specified,52,Gas,Yes,1870,245.0,No,Apartment ,101,No,As new,Yes,2115
2851,1,Hyper equipped,3,2,2,294,F,60,Gas,Yes,2250,130.0,No,Apartment ,168,No,Just renovated,Yes,2380
2853,1,Hyper equipped,1,1,1,306,F,61,Gas,Yes,950,180.0,No,Apartment ,65,Yes,As new,Unknown,1130
2859,1,Hyper equipped,1,1,1,111,C,50,Gas,Yes,900,20.0,No,Apartment ,45,No,As new,Yes,920
2860,1,Hyper equipped,1,1,1,248,Not specified,52,Gas,Yes,1310,151.52,No,Apartment ,38,No,As new,Unknown,1310
2863,0,Semi equipped,1,1,2,282,F,56,Gas,Yes,1250,220.0,No,Ground floor ,90,No,As new,Yes,1470
2865,2,Hyper equipped,2,1,1,266,E,57,Gas,Yes,840,160.0,No,Apartment ,70,Unknown,As new,Unknown,1000
2866,5,Hyper equipped,3,2,2,137,Not specified,34,Gas,No,1475,250.0,No,Apartment ,120,Unknown,Just renovated,Yes,1725
2872,1,Hyper equipped,2,1,1,214,Not specified,49,Gas,No,1400,250.0,No,Apartment ,100,Yes,As new,Yes,1650
2874,0,Installed,1,1,1,263,Not specified,50,Gas,Yes,900,200.0,No,Duplex ,90,Yes,Just renovated,No,1100
2876,2,USA hyper equipped,2,1,1,227,Not specified,18,Gas,Yes,1600,150.0,No,Apartment ,70,Yes,Good,Yes,1750
2877,3,USA hyper equipped,1,1,1,234,Not specified,35,Gas,Yes,1150,75.0,No,Apartment ,55,Yes,Good,Yes,1225
2878,1,Installed,1,1,1,245,E,52,Gas,Yes,850,150.0,No,Studio ,45,Yes,As new,Yes,1000
2879,2,Hyper equipped,1,1,1,217,Not specified,46,Gas,No,1200,150.0,No,Apartment ,96,Yes,Good,No,1350
2887,0,Installed,4,2,3,426,G,91,Gas,Yes,2300,247.31,No,Villa ,160,No,Good,No,2300
2888,0,USA hyper equipped,1,1,1,214,Not specified,49,Gas,Yes,1400,100.0,No,Loft ,75,Yes,As new,No,1500
2889,2,Hyper equipped,2,2,1,244,E,51,Gas,Yes,1775,15.0,No,Penthouse ,130,No,As new,Unknown,1790
2891,5,Hyper equipped,2,1,1,292,F,81,Gas,Yes,1250,180.0,No,Apartment ,100,No,Just renovated,Yes,1430
2893,1,Hyper equipped,2,1,1,214,Not specified,49,Gas,Yes,1400,161.93,No,Apartment ,110,No,Good,Unknown,1400
2895,5,Hyper equipped,2,1,2,235,E,50,Gas,Yes,1350,200.0,No,Apartment ,120,No,As new,Yes,1550
2898,0,Installed,4,2,2,252,Not specified,54,Gas,Yes,625,133.43,No,Student housing ,185,Unknown,Just renovated,No,625
2900,2,Hyper equipped,1,1,1,365,Not specified,79,Gas,Yes,800,75.0,No,Studio ,45,Unknown,As new,Unknown,875
2903,4,Hyper equipped,2,2,1,234,Not specified,60,Gas,Yes,1150,100.0,No,Penthouse ,90,No,As new,Yes,1250
2904,1,Hyper equipped,1,1,1,249,Not specified,52,Gas,Yes,410,60.0,No,Student housing ,40,Yes,Just renovated,No,470
2906,3,Installed,2,1,2,101,C,21,Gas,Yes,1150,135.0,No,Apartment ,85,No,As new,Yes,1285
2907,3,Hyper equipped,1,1,1,206,Not specified,50,Gas,Yes,1050,153.09,No,Studio ,30,Yes,As new,Yes,1050
2908,0,Hyper equipped,4,3,3,324,F,69,Gas,Yes,1950,59.21,No,House ,180,No,As new,Unknown,1950
2909,1,Hyper equipped,1,1,1,151,C,49,Gas,No,1150,50.0,No,Apartment ,61,Yes,As new,Unknown,1200
2911,1,Hyper equipped,3,2,2,227,Not specified,52,Gas,Yes,1600,250.0,No,Apartment ,100,No,As new,Yes,1850
2912,2,Installed,1,1,1,328,F,70,Gas,Yes,700,130.0,No,Apartment ,50,Unknown,As new,Unknown,830
2914,5,USA hyper equipped,1,1,1,220,Not specified,16,Gas,Yes,1300,175.0,No,Apartment ,55,Yes,Good,Yes,1475
2916,1,USA hyper equipped,3,1,1,235,Not specified,17,Gas,Yes,2100,150.0,No,Apartment ,80,Yes,Good,Yes,2250
2917,1,USA hyper equipped,2,1,1,204,Not specified,14,Gas,Yes,1650,150.0,No,Apartment ,70,Yes,Good,Yes,1800
2918,1,Not installed,1,1,1,383,G,74,Gas,Yes,850,100.0,No,Apartment ,66,No,Good,Unknown,950
2920,2,Hyper equipped,3,2,2,82,B,47,Gas,Yes,1850,150.0,No,Penthouse ,145,No,Good,Yes,2000
2921,2,USA hyper equipped,2,1,1,105,C,15,Gas,Yes,1600,220.0,No,Apartment ,75,Yes,Good,Yes,1820
2922,1,USA hyper equipped,2,1,1,159,Not specified,17,Gas,Yes,1500,125.0,No,Apartment ,70,Yes,Good,Yes,1625
2923,4,USA hyper equipped,3,2,2,160,Not specified,16,Gas,Yes,2150,250.0,No,Apartment ,85,Yes,Good,Yes,2400
2924,0,Installed,1,1,1,234,Not specified,17,Gas,Yes,1150,175.0,No,Ground floor ,55,Yes,As new,Yes,1325
2925,0,USA hyper equipped,2,1,2,217,Not specified,18,Gas,Yes,1200,100.0,No,Ground floor ,70,Yes,Good,Yes,1300
2927,2,Installed,2,1,2,122,C,24,Gas,Yes,2325,350.0,No,Apartment ,100,Yes,As new,Unknown,2675
2928,1,Installed,3,1,2,133,C,28,Gas,Yes,1800,150.0,No,Apartment ,100,No,As new,Yes,1950
2929,3,Hyper equipped,1,1,1,86,B,16,Gas,Yes,1045,156.0,No,Apartment ,67,Unknown,As new,Yes,1201
2930,4,Hyper equipped,2,1,2,264,E,56,Gas,Yes,1225,200.0,No,Apartment ,115,No,Good,Yes,1425
2935,2,Hyper equipped,2,1,1,113,C,22,Gas,Yes,1000,50.0,No,Apartment ,90,No,As new,Unknown,1050
2936,3,Installed,2,1,1,100,C,20,Gas,Yes,1450,220.0,No,Apartment ,70,Yes,As new,Yes,1670
2939,1,USA hyper equipped,2,2,2,171,D,43,Fuel oil,Yes,1450,200.0,No,Apartment ,109,No,Just renovated,Yes,1650
2940,2,Hyper equipped,3,2,2,161,D,34,Gas,Yes,2500,200.0,No,Apartment ,200,Yes,As new,Unknown,2700
2941,6,Hyper equipped,3,1,3,178,D,53,Gas,Yes,1650,350.0,No,Apartment ,168,No,Good,Yes,2000
2942,2,Hyper equipped,2,1,1,100,C,40,Gas,Yes,1750,202.41,No,Apartment ,92,Yes,As new,Yes,1750
2948,2,USA hyper equipped,1,1,1,191,D,40,Gas,Yes,1450,50.0,No,Apartment ,64,Yes,Just renovated,No,1500
2949,3,Hyper equipped,1,1,1,117,C,37,Gas,Yes,1450,50.0,No,Penthouse ,65,Yes,Just renovated,No,1500
2950,0,USA hyper equipped,3,2,2,173,Not specified,18,Gas,Yes,1900,150.0,No,Ground floor ,80,Yes,Good,Yes,2050
2952,1,Hyper equipped,3,1,1,250,E,50,Gas,Yes,2150,164.42,No,Duplex ,165,No,Good,Unknown,2150
2953,1,USA hyper equipped,2,1,1,194,D,38,Gas,Yes,1290,149.2,No,Apartment ,70,Yes,Good,No,1290
2954,3,USA semi equipped,3,1,1,224,E,67,Gas,Yes,1150,250.0,No,Apartment ,97,No,Just renovated,Yes,1400
2955,0,USA hyper equipped,3,2,2,77,B,15,Gas,Yes,1950,300.0,No,Ground floor ,130,No,Good,Yes,2250
2958,1,Installed,1,1,1,247,Not specified,25,Gas,Yes,1250,100.0,No,Apartment ,55,Yes,As new,Yes,1350
2960,1,Hyper equipped,2,1,1,263,Not specified,50,Gas,Yes,900,104.1,No,Apartment ,55,No,Good,Unknown,900
2962,0,Hyper equipped,1,1,1,247,Not specified,63,Gas,Yes,1250,144.58,No,Apartment ,65,No,As new,Yes,1250
2963,0,Hyper equipped,1,1,1,203,Not specified,39,Gas,Yes,1000,250.0,No,Service flat ,42,No,As new,Yes,1000
2964,1,Installed,1,1,1,189,Not specified,39,Gas,Yes,1190,50.0,No,Apartment ,75,Unknown,Just renovated,No,1240
2966,0,Installed,3,2,2,150,C,52,Gas,Yes,1600,150.0,No,Duplex ,146,Unknown,As new,Yes,1750
2967,2,Installed,2,1,1,195,D,31,Electric,Yes,950,150.0,No,Apartment ,120,No,As new,Yes,1100
2969,0,Installed,2,2,2,210,D,45,Gas,Yes,1100,135.0,No,Ground floor ,85,No,Good,Yes,1235
2970,2,Installed,1,1,1,233,Not specified,58,Gas,Yes,1100,90.0,No,Apartment ,70,Yes,As new,Unknown,1190
2971,0,Hyper equipped,1,1,1,365,Not specified,79,Gas,Yes,800,114.0,No,Apartment ,56,No,Just renovated,Unknown,914
2973,0,USA hyper equipped,3,2,3,188,D,37,Gas,Yes,1650,50.1,No,House ,165,No,As new,No,1650
2975,0,USA installed,2,1,2,227,Not specified,52,Gas,Yes,1600,200.0,No,Apartment ,90,No,As new,Yes,1800
2981,6,Installed,2,1,2,56,B,11,Gas,Yes,1350,150.0,No,Penthouse ,90,No,As new,Yes,1500
2982,1,Semi equipped,1,1,1,269,Not specified,56,Gas,No,725,60.0,No,Apartment ,65,No,As new,Unknown,785
2988,0,Hyper equipped,3,3,4,206,D,45,Gas,Yes,2500,25.0,No,Ground floor ,185,Unknown,As new,Unknown,2525
2992,2,Hyper equipped,2,1,1,164,D,32,Gas,Yes,1400,161.93,No,Apartment ,120,No,As new,Yes,1400
2993,2,Semi equipped,3,1,2,220,Not specified,47,Gas,Yes,1300,150.36,No,Apartment ,85,No,Just renovated,Unknown,1300
