,Availability,Floor,Kitchen,Beds,Dressing,Baths,Toilets,Office,ProfSpace,PetFriendly,Armored door,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,HeatPump,SolarPanels,Thermic solar panels,WaterHeater,DoubleGlazing,BuildingType,Rent,Costs,Tenement,price,space,address,listing_type,Floors,Frontages,OutParking,LivingArea,LivingRmSurface,Bed1Surface,Bed2Surface,Furnished,TerraceSurface,Intercom,Visio phone,As built plan,Address,Website,ExtRef,Agency,YearBuilt,BldgCondition,LivingRm,DiningRm,LaundryRm,Basement,TerraceOrient,Caretaker,Elevator,Accessible,SecAccess,AirCond,TVCable,Jacuzzi,Sauna,Pool,Internet,FuelCert,PriorityPurchase,Available,Street frontage width,description,KitchenSurface,BasementSurface,Neighbourhood,Fireplaces,Terrace,GardenSurface,GardenOrient,PlanningPerm,SubdivisionPerm,ShowerRms,FloodZone,Surroundings,VirtualVisit,PropertyName,CovParking,PlanningBreach,ProfSpaceSurface,Obligation to build,AtticSurface,Bed3Surface,OfficeSurface,Attic,PlotSurface,SewerConnection,Utilities,GroundFloorSurface,LandUse,Garden,ELevel,Agent's name,LandFacingStreet,WoodedLand,RearPlot,FlatLand,Bed4Surface,EPCDesc,Bed5Surface,LotWidth,Isolated,ExtraInfo,Annexes
2833,,nan,Installed,2.0,,1.0,2.0,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,,No,,"€ 1,450
1450 €","€ 50
50€",No,"€1,450 (+ €50)
1450€ + 50€ per month","2 bedrooms | 155 m²
square meters",Ask for the exact address,Apartment for rent,1.0,2.0,,"155 m²
square meters",,,,No,,,,No,"Rue de la Brasserie, 51A
1050 - Ixelles",,309-1-1,Isabelle de Thier Immobilière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,February 1 2023 - 12:00 AM,2.0,Installed,2.0,,nan,1.0,,,,Yes,"170 kWh/m²
kilowatt hour per square meters",D,20170125-0000371823-01-2,27 kg CO₂/m²,Not specified,,No,No,No,,Yes,,"€ 1,100
1100 €","€ 70
70€",No,"€1,100 (+ €70)
1100€ + 70€ per month",2 bedrooms,1080 — Molenbeek-Saint-Jean,Apartment for rent,5.0,2.0,,,"30 m²
square meters","14 m²
square meters","11 m²
square meters",No,"5 m²
square meters",Yes,Yes,No,"Av. Henri Conscience 74
1140 - Evere",http://www.century21.be/everone,11083,Century 21 Everone,,,,,,Yes,,,Yes,,,,,,,,,,,,,,"6 m²
square meters",,,,,,,,,1.0,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,February 1 2022 - 12:00 AM,6.0,USA hyper equipped,2.0,,2.0,3.0,,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,,Yes,,"€ 3,650
3650 €","€ 125
125€",No,"€3,650 (+ €125)
3650€ + 125€ per month","2 bedrooms | 150 m²
square meters",Ask for the exact address,Apartment for rent,7.0,2.0,2.0,"150 m²
square meters","80 m²
square meters","17 m²
square meters","14 m²
square meters",Yes,"20 m²
square meters",Yes,Yes,,"Rue Tenbosch 37
1050 - Ixelles",http://www.oralis.be,5107361,Haussmann by Oralis,2015.0,As new,,,,Yes,,,Yes,Yes,Yes,,Yes,,,No,,,,Depending on the tenant,,"MONTGOMERY/AV DE TERVUEREN: Ideally located near shops and public transport, in a luxurious building, beautiful furnished apartment of +/-150m² with 2 terraces including: an entrance hall with cloakroom and guest toilet, spacious and bright living/dining area, super-equipped open kitchen (bulthaup), 2 bedrooms with built in closet and storage, a bathroom and a shower room. Laundry. Quality finishes! 1 parking space and a cellar included. PEB: C. Minimum duration of the contract : 1 year. INFO/VISITS on 02/898.30.31. Other similar properties on www.haussmannproperties.com",,,,,,,,,,2.0,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,
2836,January 7 2023 - 12:00 AM,4.0,Hyper equipped,2.0,Yes,2.0,2.0,No,No,Yes,Yes,"193 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,825
1825 €","€ 150
150€",No,"€1,825 (+ €150)
1825€ + 150€ per month","2 bedrooms | 121 m²
square meters",1040 — Etterbeek,Penthouse for rent,,,,"121 m²
square meters",,,,,"90 m²
square meters",Yes,Yes,,,,,,,Just renovated,Yes,Yes,Yes,Yes,South,No,Yes,Yes,No,No,Yes,No,No,No,Yes,,,,,"Beautiful penthouse (121 sqm (PEB)) in central Brussels. 2 sleeping rooms, 2 bathrooms, great living area. Awesome terrace of about 90sqm with great views on all Brussels. Located between 2 metro stations, and at walking distance from Schumann and all EU buildings. Garage box in the building available for an extra 150€/m.

Available as of early January 2023 (07-10th).
Please get in touch for a visit.
No agencies",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,March 1 2023 - 12:00 AM,7.0,USA hyper equipped,1.0,,nan,1.0,Yes,,,Yes,"100 kWh/m²
kilowatt hour per square meters",C,Not specified,19 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,300
1300 €","€ 100
100€",No,"€1,300 (+ €100)
1300€ + 100€ per month","1 bedroom | 65 m²
square meters",Ask for the exact address,Apartment for rent,7.0,2.0,1.0,"65 m²
square meters",,"25 m²
square meters",,No,,Yes,,,"Rue Tenbosch 37
1050 - Ixelles",http://www.oralis.be,5107318,Haussmann by Oralis,2018.0,As new,Yes,,,,,,Yes,Yes,,,Yes,,,No,,,,Depending on the tenant,,"CEE / CINQUANTENAIRE © Located in a luxury building, close to shops, the European district and the Parc Cinquantenaire, beautiful apartment of +/- 65m2 offering : an entrance hall with guest toilet and laundry room, living space with large windows, fully equipped open kitchen, a bedroom with adjoining shower room. Lift. Possibility to rent a parking space accessible from the building (+100€/month) INFO/VISITS 02 898 30 31 or info@haussmannproperties.com. Other properties on www.haussmannproperties.com",,,,,Yes,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,,nan,Hyper equipped,2.0,,1.0,1.0,,,,,"255 kWh/m²
kilowatt hour per square meters",E,20210419­0000587059­01­1,Not specified,Not specified,,,,,,,,"€ 1,315
1315 €","€ 275
275€",No,"€1,315 (+ €275)
1315€ + 275€ per month","2 bedrooms | 142 m²
square meters",1030 — Schaarbeek,Apartment for rent,2.0,,,"142 m²
square meters",,,,No,"110 m²
square meters",Yes,,,"L. van Buekenhoudtstraat 3
3061 - Leefdaal",,,Melkerij Van Leefdaal BVBA,,,,,,,,,,,Yes,,,,,,,,,,,"Sacious top-notch apartment of +/- 142m2, with huge terrace of +/- 110m2, in a magnificent building with outstanding character from 1930, in very good condition, on the 2nd floor. Ground floor and first floor occupied by offices. Spacious living room (+/- 35m2), modern fully fitted kitchen (with cooker, damper, dish washer, fridge and oven included) with breakfast corner. Very large terrace of +/- 110m2and on the front side the apartment is surrounded by a charming footbridge. 2 bedrooms : 1st one +/- 24m2 and 2nd one +/- 15m2. Storage room with storage area an all connections for washing machine and dryer. 1 separate toilet. Bathroom with bath which can also be used as a shower and 1 sink in fitted cupboard with storage space.Floor covering : parquet, vinyl and tiles. Bicycle or motorbike can be placed inside in shared garage (no room for a car). Parking possibility in front of the entrace. Info and visits : tel 0476 39 88 82",,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,Mieke Vanderlick,,,,,,,,,,,
2839,March 1 2023 - 12:00 AM,7.0,USA hyper equipped,1.0,,nan,1.0,Yes,,,Yes,"100 kWh/m²
kilowatt hour per square meters",C,Not specified,19 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,300
1300 €","€ 100
100€",No,"€1,300 (+ €100)
1300€ + 100€ per month","1 bedroom | 65 m²
square meters",Ask for the exact address,Apartment for rent,7.0,2.0,1.0,"65 m²
square meters",,"25 m²
square meters",,No,,Yes,,,"Rue Defacqz 40
1050 - Ixelles",http://www.oralis.be,5107300,ORALIS Real Estate,2018.0,As new,Yes,,,,,,Yes,Yes,,,Yes,,,No,,,,Depending on the tenant,,"CEE / CINQUANTENAIRE © Located in a luxury building, close to shops, the European district and the Parc Cinquantenaire, beautiful apartment of +/- 65m2 offering : an entrance hall with guest toilet and laundry room, living space with large windows, fully equipped open kitchen, a bedroom with adjoining shower room. Lift. Possibility to rent a parking space accessible from the building (+100€/month) INFO/VISITES at 02/898.30.31 Other similar properties on www.Oralis.be",,,,,Yes,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,,6.0,,2.0,,nan,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,"€ 1,500
1500 €","€ 150
150€",No,"€1,500 (+ €150)
1500€ + 150€ per month","2 bedrooms | 101 m²
square meters",1050 — Elsene,Apartment for rent,,1.0,,"101 m²
square meters",,"15 m²
square meters","12 m²
square meters",,"6 m²
square meters",,,,"Brechtsesteenweg 152
2390 - Westmalle",,,Epimmo,2017.0,,,,,Yes,,Yes,Yes,,,,,,,,,,,Immediately,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,Condor Residence,,,,,,,,,,,,,,,,Philippe Elewaut,,,,,,,,,,,
2841,January 1 2023 - 12:00 AM,2.0,Hyper equipped,3.0,,2.0,3.0,,,,Yes,"206 kWh/m²
kilowatt hour per square meters",D,Not specified,43 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,225
2225 €","€ 150
150€",No,"€2,225 (+ €150)
2225€ + 150€ per month","3 bedrooms | 155 m²
square meters",Ask for the exact address,Apartment for rent,4.0,3.0,,"155 m²
square meters","26 m²
square meters","24 m²
square meters","18 m²
square meters",No,"12 m²
square meters",Yes,,,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5106943,Vaneau Lecobel Location,1995.0,As new,,Yes,,Yes,,,Yes,No,,,Yes,,,No,,,,Depending on the tenant,17 m,"Located between the Bois de la Cambre and the Forêt de Soigne, superb apartment with a total area of ± 155 m² in a pretty luxury building from the 80s. It consists of an entrance hall with toilet, a large living room, a super bright dining room, a super equipped kitchen, 3 beautiful large bedrooms (± 24 m², ± 18 m² and ± 13 m²) and their adjoining shower room (two bathrooms and shower) and an equipped laundry room. Pretty terrace (± 12 m²) facing West. Armored door and numerous storage spaces. Cellar included and a parking box at an obligatory supplement (€150/month). Charges: €150/month (Provision for the maintenance of common areas). PEB D. To discover without delay!!","17 m²
square meters",,,,,,,,,2.0,Non flood zone,,,,,,,,,"13 m²
square meters",,,,,,"579 m²
square meters","Living area (residential, urban or rural)",,,,,,,,,,,,,,
2842,January 1 2023 - 12:00 AM,2.0,Hyper equipped,3.0,,2.0,3.0,,,,Yes,"206 kWh/m²
kilowatt hour per square meters",D,Not specified,43 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,225
2225 €","€ 150
150€",No,"€2,225 (+ €150)
2225€ + 150€ per month","3 bedrooms | 155 m²
square meters",Ask for the exact address,Apartment for rent,4.0,3.0,,"155 m²
square meters","26 m²
square meters","24 m²
square meters","18 m²
square meters",No,"12 m²
square meters",Yes,,,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5106933,Vaneau Lecobel Location,1995.0,As new,,Yes,,Yes,,,Yes,No,,,Yes,,,No,,,,Depending on the tenant,17 m,"Located between the Bois de la Cambre and the Forêt de Soigne, superb apartment with a total area of ± 155 m² in a pretty luxury building from the 80s. It consists of an entrance hall with toilet, a large living room, a super bright dining room, a super equipped kitchen, 3 beautiful large bedrooms (± 24 m², ± 18 m² and ± 13 m²) and their adjoining shower room (two bathrooms and shower) and an equipped laundry room. Pretty terrace (± 12 m²) facing West. Armored door and numerous storage spaces. Cellar included and a parking box at an obligatory supplement (€150/month). Charges: €150/month (Provision for the maintenance of common areas). PEB D. To discover without delay!!","17 m²
square meters",,,,,,,,,2.0,Non flood zone,,,,,,,,,"13 m²
square meters",,,,,,"579 m²
square meters","Living area (residential, urban or rural)",,,,,,,,,,,,,,
2843,December 1 2022 - 12:00 AM,1.0,Hyper equipped,2.0,,1.0,1.0,,,,,"228 kWh/m²
kilowatt hour per square meters",E,202211250000626746016,45 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,450
1450 €","€ 260
260€",No,"€1,450 (+ €260)
1450€ + 260€ per month","2 bedrooms | 88 m²
square meters",Ask for the exact address,Apartment for rent,7.0,3.0,1.0,"88 m²
square meters","28 m²
square meters","17 m²
square meters","11 m²
square meters",Yes,,Yes,,,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5106639,Vaneau Lecobel Location,1962.0,Good,,,,,,Yes,Yes,No,,,,,,No,,,,To be defined,10 m,"Close to Place Brugmann and the Ma Campagne district, superb furnished apartment with a total area of ± 88 m² in a luxury building. It consists of an entrance hall, a large living room (± 27.75 m²), a fully equipped American kitchen, a night hall, 2 beautiful bedrooms (± 17.20 m² and ± 11 m²) and a bathroom. Balcony at the back accessible by a bedroom. Possibility to rent a garage box at the back of the building at an additional cost (€180/month). Charges: €260/month (Provision for heating, water and maintenance of common areas). PEB E+. To discover as soon as possible!!","10 m²
square meters",,,,,,,,,,Non flood zone,,,,1.0,,,,,,,,,,,"576 m²
square meters","Living area (residential, urban or rural)",,,,,,,,,,,,,,
2844,April 1 2023 - 12:00 AM,2.0,USA hyper equipped,2.0,,2.0,2.0,,,,Yes,"175 kWh/m²
kilowatt hour per square meters",D,201409300000250932018,52 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 1,650
1650 €","€ 300
300€",No,"€1,650 (+ €300)
1650€ + 300€ per month","2 bedrooms | 93 m²
square meters",Ask for the exact address,Apartment for rent,5.0,2.0,,"93 m²
square meters","29 m²
square meters","15 m²
square meters","10 m²
square meters",No,"7 m²
square meters",,Yes,,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5106071,Vaneau Lecobel Location,1969.0,Just renovated,,,,Yes,,,Yes,No,,,Yes,,,No,,,,Depending on the tenant,15 m,"Near Place Guy d'Arezzo and the Chaussée de Waterloo, beautiful apartment refurbished in 2014 with a total area of ± 93 m² in a luxury building. It consists of an entrance hall with toilet, a large living room (± 29 m²) with a fully equipped American kitchen (including a laundry area), 2 beautiful bedrooms (± 15 m² and ± 10.50 m² ) with fitted wardrobes in the master bedroom, a bathroom with wc and a shower room adjoining the two bedrooms. South-facing front terrace accessible via the living room and a rear terrace accessible via the master bedroom. Cellar included and possibility of renting a garage box at an additional cost. Quality materials, secure door and double glazing. Charges: €300/month (Provision for heating, water and maintenance of common areas). PEB D. To discover as soon as possible!!","8 m²
square meters",,,,,,,,,1.0,Non flood zone,,,,1.0,,,,,,,,,,,"3000 m²
square meters","Living area (residential, urban or rural)",,,,,,,,,,,,,,
2845,December 1 2022 - 12:00 AM,nan,Hyper equipped,3.0,,2.0,2.0,,,,,"244 kWh/m²
kilowatt hour per square meters",E,Not specified,52 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,550
2550 €","€ 100
100€",No,"€2,550 (+ €100)
2550€ + 100€ per month","3 bedrooms | 130 m²
square meters",Ask for the exact address,House for rent,,3.0,,"130 m²
square meters","28 m²
square meters","14 m²
square meters","11 m²
square meters",No,,,,,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",http://www.latouretpetit.be,5106833,Latour et Petit Location,1920.0,As new,,Yes,,,,,No,No,Yes,,,,,No,,,,Immediately,,"WOLUWE-SAINT-PIERRE, near Parc Woluwe and Shopping. Beautiful HOUSE (3b / 2b) of 130m² with beautiful garden and private parking. This consists of an entrance hall with cloakroom and separate toilet, a living room with open fire and a beautiful dining room, a fully equipped kitchen overlooking the garden, 3 bedrooms, 2 of which have wardrobes, 2 bathrooms and a separate toilet, Laundry room with machine. Parquet everywhere. It is equipped with American blinds and curtains. Provision charge 100 € . PEB: E. To discover at L&P!",,,,,Yes,,,,,2.0,Non flood zone,,,,,,,,,"9 m²
square meters",,,,,,,,,,,,,,,,,,,,,
2846,,nan,USA hyper equipped,3.0,,2.0,3.0,,,,Yes,"244 kWh/m²
kilowatt hour per square meters",E,Not specified,52 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,550
2550 €","€ 100
100€",No,"€2,550 (+ €100)
2550€ + 100€ per month","3 bedrooms | 137 m²
square meters",Ask for the exact address,House for rent,,3.0,2.0,"137 m²
square meters","30 m²
square meters","14 m²
square meters","12 m²
square meters",No,"55 m²
square meters",Yes,,,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5106372,Victoire (Location),1950.0,Good,,,,,,Yes,No,No,Yes,,,,,No,,,,Immediately,,"Woluwe Saint-Pierre, near the Woluwe park and Stockel, beautiful charming house with an area of 137 m² located in an exceptional private domain of 2 hectares with a park with a pond and fully secured with a security system. of camera. The house consists of an entrance hall with separate toilet, a bright living room with fireplace, a fully equipped kitchen and a dining room. The first floor consists of 2 bedrooms and a bathroom with toilet. On the 2nd floor: 1 bedroom, with a balcony, a bathroom and separate toilet and storage. Two outdoor parking spaces. For more information: www.victoire.be","10 m²
square meters",,,,,"200 m²
square meters",,,,,Non flood zone,,Link to the virtual visit,,,,,,,"10 m²
square meters",,,,,,,,,,,,,,,,,,,,,
2847,,2.0,USA hyper equipped,3.0,,1.0,2.0,,,,,"254 kWh/m²
kilowatt hour per square meters",E,116259,49 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,650
1650 €","€ 120
120€",No,"€1,650 (+ €120)
1650€ + 120€ per month","3 bedrooms | 118 m²
square meters",Ask for the exact address,Apartment for rent,4.0,,1.0,"118 m²
square meters",,"16 m²
square meters","16 m²
square meters",No,"8 m²
square meters",Yes,,,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5103555,Victoire (Location),1969.0,As new,Yes,,,Yes,,,Yes,No,,,Yes,,,No,,,,Immediately,,"Close to the place Sainte Alix, the forest of Soignes, transports and shops, magnificent renovated apartment with a surface of 118 m². The apartment consists of an entrance hall with guest toilet, a pleasant and bright living room with open kitchen and terrace, 3 large bedrooms (16-16-14 m²), a bathroom and a shower room. Space for washing machine and dryer. Cellar. Individual gas heating. Garage closed in compulsory supplement for 100 euros.",,,,,,,,,,1.0,Non flood zone,,,,1.0,,,,,"14 m²
square meters",,,,,,"118 m²
square meters",,,,,,,,,,,,,,,
2848,January 31 2023 - 12:00 AM,1.0,Installed,2.0,No,1.0,2.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 2,050
2050 €","€ 50
50€",No,"€2,050 (+ €50)
2050€ + 50€ per month","2 bedrooms | 135 m²
square meters",1050 — Ixelles,Duplex for rent,2.0,2.0,1.0,"135 m²
square meters",,,,,"1 m²
square meter",Yes,Yes,,,,,,2016.0,As new,,,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,"1 m²
square meter",South West,Yes,Yes,1.0,,,,,1.0,No,,,,,,,,,,,,,,,,,,,,,,,,,
2849,,1.0,Installed,1.0,,nan,1.0,,,,,"250 kWh/m²
kilowatt hour per square meters",E,20221122-,Not specified,Not specified,Gas,,,,,Yes,,"€ 990
990 €","€ 40
40€",No,"€990 (+ €40)
990€ + 40€ per month","1 bedroom | 52 m²
square meters",1030 — Schaerbeek,Apartment for rent,1.0,,,"52 m²
square meters","20 m²
square meters","15 m²
square meters",,No,,,,No,"Chaussée de Bruxelles 168
1410 - Waterloo",http://www.century21waterlane.be,656 - 93364357,CENTURY 21 WATER LANE,,Good,,,,Yes,,,,,,,,,,,,No,,Immediately,,"Century 21 Water Lane offers you a beautiful apartment ideally located near the Centennial Park. It is composed of a surface of +/- 52m ² with a luminous living room, a room of +- 16m ², SDD, equipped kitchen, garage, individual cellar. Monthly rent: apartment 850€, garage 125€, load 40€. New individual gas boiler, all meters are individual. PEB E 250 kwh/m² being revised following a renovation. Available immediately. Visits and information via the agency CENTURY 21 Water Lane - 02.42.777.21.","4 m²
square meters",,,,,,,,,1.0,,,,Quartier européen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
